Órgão,Início,Término,Ciclo,Atividade,Dica,Municípios,Participação,ID,VTR,Viatura,KM
"REDEC 2 - BAIXADA FLUMINENSE","2019-10-31 09:00:00","2019-10-31 12:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Duque de Caxias",participante,65,Sim,"ARDC - 012",60
"REDEC 2 - BAIXADA FLUMINENSE","2019-11-01 00:00:00","2019-11-01 00:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","São João de Meriti",participante,66,Sim,"ARDC - 012",1
"REDEC 2 - BAIXADA FLUMINENSE","2019-11-02 00:00:00","2019-11-02 23:59:00","Resposta a Emergências e Desastres","Apoio Operacional","Ex: Emprego de viaturas e equipamentos operacionais","Nova Iguaçu",participante,78,Sim,"ARDC - 012",142
"REDEC 3 - METROPOLITANA","2019-11-04 00:00:00","2019-11-04 00:00:01","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Niterói, São Gonçalo",promotor,75,Sim,"ARDC - 015",12
"REDEC 2 - BAIXADA FLUMINENSE","2019-11-05 00:00:00","2019-11-05 23:59:00","Resposta a Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Nova Iguaçu",participante,79,Sim,"ARDC - 012",80
"REDEC 2 - BAIXADA FLUMINENSE","2019-11-07 19:00:00","2019-11-07 23:59:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Japeri, Nilópolis, Paracambi, Queimados, Seropédica",promotor,121,,,
"REDEC 2 - BAIXADA FLUMINENSE","2019-11-08 00:00:00","2019-11-08 00:00:00","Resposta a Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Nova Iguaçu",promotor,80,Sim,"ARDC - 012",1
"REDEC 2 - BAIXADA FLUMINENSE","2019-11-11 10:00:00","2019-11-11 17:00:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Engenheiro Paulo de Frontin, Magé, Mesquita, Paracambi, Queimados, São João de Meriti",promotor,104,Sim,"ARDC - 012",80
"REDEC 2 - BAIXADA FLUMINENSE","2019-11-11 11:14:00","2019-11-11 23:59:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Japeri, Nilópolis, Paracambi, Queimados, Seropédica",promotor,122,,,
"REDEC 2 - BAIXADA FLUMINENSE","2019-11-14 19:00:00","2019-11-14 23:59:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Japeri, Nilópolis, Paracambi, Queimados, Seropédica",promotor,123,,,
"REDEC 2 - BAIXADA FLUMINENSE","2019-11-16 09:00:00","2019-11-16 10:00:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Duque de Caxias",participante,82,Sim,"ARDC - 012",60
"REDEC 8 - SERRANA II","2019-11-26 08:00:00","2019-11-26 17:00:00","Prevenção de Riscos e Desastres",Representação,"Participação em eventos e solenidades em nome do órgão","Nova Friburgo",participante,141,Sim,"ARDC - 013",240
"REDEC 2 - BAIXADA FLUMINENSE","2019-11-26 10:00:00","2019-11-26 12:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade",Guapimirim,participante,105,Sim,"ARDC - 012",160
"REDEC 8 - SERRANA II","2019-11-27 09:00:00","2019-11-27 13:00:00","Prevenção de Riscos e Desastres",Representação,"Participação em eventos e solenidades em nome do órgão","Rio de Janeiro (SEDEC)",participante,144,Sim,"ARDC - 013",120
"REDEC 2 - BAIXADA FLUMINENSE","2019-11-27 12:00:00","2019-11-27 23:59:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Japeri, Nilópolis, Paracambi, Queimados, Seropédica",promotor,124,,,
"REDEC 8 - SERRANA II","2019-11-27 14:00:00","2019-11-27 16:30:00","Prevenção de Riscos e Desastres",Representação,"Participação em eventos e solenidades em nome do órgão","Nova Friburgo",participante,143,,,
"REDEC 3 - METROPOLITANA","2019-11-28 06:30:00","2019-11-28 21:30:00","Preparação para Emergências e Desastres","Capacitação Externa","Capacitação feita por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Maricá, Niterói, São Gonçalo",participante,98,Sim,"ARDC - 015",396
"REDEC 2 - BAIXADA FLUMINENSE","2019-11-28 09:30:00","2019-11-28 17:00:00","Preparação para Emergências e Desastres","Instrução/Cursos Externa","Quando representantes da estrutura da SEDEC realizam Cursos e instrução fora da ESDEC. Registro apenas como participante. Ex: Congressos","Duque de Caxias, Guapimirim, Magé, Nova Iguaçu",participante,106,Sim,"ARDC - 015",500
"REDEC 8 - SERRANA II","2019-11-28 14:00:00","2019-11-28 16:00:00","Prevenção de Riscos e Desastres",Representação,"Participação em eventos e solenidades em nome do órgão","Nova Friburgo",participante,142,,,
"REDEC 2 - BAIXADA FLUMINENSE","2019-11-29 09:00:00","2019-11-29 17:00:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Duque de Caxias, Engenheiro Paulo de Frontin, Magé, Nova Iguaçu, Paracambi, São João de Meriti",participante,107,Sim,"ARDC - 012",60
"REDEC 5 - SUL I","2019-11-29 09:00:00","2019-11-29 09:40:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Paty do Alferes",participante,114,,,
"REDEC 5 - SUL I","2019-11-29 10:00:00","2019-11-29 10:40:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Miguel Pereira",participante,113,,,
"REDEC 5 - SUL I","2019-11-29 10:20:00","2019-11-29 11:30:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Barra Mansa",participante,112,Sim,"ARDC - 027",30
"REDEC 8 - SERRANA II","2019-12-05 14:00:00","2019-12-05 17:00:00","Prevenção de Riscos e Desastres",Representação,"Participação em eventos e solenidades em nome do órgão","Rio de Janeiro (SEDEC)",participante,145,,,
"REDEC 2 - BAIXADA FLUMINENSE","2019-12-06 10:00:00","2019-12-06 13:30:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Nova Iguaçu",participante,125,Sim,"ARDC - 012",70
"REDEC 2 - BAIXADA FLUMINENSE","2019-12-06 19:00:00","2019-12-06 20:30:00","Preparação para Emergências e Desastres",Representação,"Participação em eventos e solenidades em nome do órgão","Duque de Caxias",participante,126,Sim,"ARDC - 012",60
"REDEC 4 - COSTA VERDE","2019-12-10 08:30:00","2019-12-10 13:30:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade",Itaguaí,participante,127,Sim,"ARDC - 008",70
"REDEC 4 - COSTA VERDE","2019-12-10 10:00:00","2019-12-10 11:00:00","Preparação para Emergências e Desastres","Exercício Simulado","O registro é do órgão que promove a atividade e dos órgãos que participam","Angra dos Reis",promotor,128,Sim,"V1 - 293",230
"REDEC 2 - BAIXADA FLUMINENSE","2019-12-10 11:00:00","2019-12-11 11:00:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Japeri, Nilópolis, Paracambi, Queimados, Seropédica",participante,151,,,
"REDEC 3 - METROPOLITANA","2019-12-10 11:05:00","2019-12-10 23:59:59","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Itaboraí, Maricá, Niterói, Rio Bonito, São Gonçalo, Tanguá",promotor,129,,,
"REDEC 4 - COSTA VERDE","2019-12-11 08:00:00","2019-12-11 16:30:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Angra dos Reis",participante,133,Sim,"V1 - 293",200
"REDEC 2 - BAIXADA FLUMINENSE","2019-12-11 08:00:00","2019-12-11 17:00:00","Preparação para Emergências e Desastres",Representação,"Participação em eventos e solenidades em nome do órgão","Nova Iguaçu",participante,147,Sim,"ARDC - 012",80
"REDEC 4 - COSTA VERDE","2019-12-12 08:00:00","2019-12-12 16:30:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Angra dos Reis",participante,146,Sim,"V1 - 293",230
"REDEC 2 - BAIXADA FLUMINENSE","2019-12-12 09:00:00","2019-12-12 12:00:00","Preparação para Emergências e Desastres",Representação,"Participação em eventos e solenidades em nome do órgão","Duque de Caxias",participante,148,Sim,"ARDC - 012",60
"REDEC 2 - BAIXADA FLUMINENSE","2019-12-12 15:00:00","2019-12-12 16:45:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Belford Roxo, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Japeri, Magé, Mesquita, Nilópolis, Nova Iguaçu, Paracambi, Queimados, São João de Meriti, Seropédica",participante,149,,,
"REDEC 4 - COSTA VERDE","2019-12-13 08:00:00","2019-12-13 17:00:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Angra dos Reis",participante,150,Sim,"V1 - 293",230
"REDEC 2 - BAIXADA FLUMINENSE","2019-12-18 13:20:00","2019-12-18 15:50:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Japeri, Nilópolis, Paracambi, Queimados, Seropédica",participante,152,,,
"REDEC 2 - BAIXADA FLUMINENSE","2019-12-20 14:00:00","2019-12-20 17:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Duque de Caxias",participante,153,Sim,"ARDC - 012",60
"REDEC 2 - BAIXADA FLUMINENSE","2019-12-22 10:00:00","2019-12-24 23:59:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Japeri, Nilópolis, Paracambi, Queimados, Seropédica",participante,155,,,
"REDEC 2 - BAIXADA FLUMINENSE","2020-01-03 12:00:00","2020-01-03 17:00:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Belford Roxo, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Nova Iguaçu, São João de Meriti",promotor,154,,,
"REDEC 8 - SERRANA II","2020-01-04 10:00:00","2020-01-04 17:00:00","Resposta a Emergências e Desastres","Apoio Operacional","Ex: Emprego de viaturas e equipamentos operacionais","Nova Friburgo",participante,244,Sim,"ARDC - 013",25
ESDEC,"2020-01-05 08:00:00","2020-02-05 12:00:00","Preparação para Emergências e Desastres","Instrução/Cursos Externa","Quando representantes da estrutura da SEDEC realizam Cursos e instrução fora da ESDEC. Registro apenas como participante. Ex: Congressos","Rio de Janeiro (SEDEC)",promotor,3701,,,
"REDEC 3 - METROPOLITANA","2020-01-07 10:00:00","2020-01-07 13:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Rio de Janeiro (SEDEC)",participante,785,Sim,"ARDC - 015",62
"REDEC 2 - BAIXADA FLUMINENSE","2020-01-07 10:30:00","2020-01-07 12:30:00","Preparação para Emergências e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Belford Roxo, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Japeri, Magé, Mesquita, Nilópolis, Nova Iguaçu, Paracambi, Queimados, São João de Meriti, Seropédica",participante,156,Sim,"ARDC - 012",60
"REDEC 3 - METROPOLITANA","2020-01-07 10:30:00","2020-01-07 14:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Rio de Janeiro (SEDEC)",participante,161,Sim,"ARDC - 015",32
"REDEC 5 - SUL I","2020-01-07 10:30:00","2020-01-07 13:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Rio de Janeiro (SEDEC)",participante,203,Sim,"ARDC - 018",320
"REDEC 8 - SERRANA II","2020-01-08 09:00:00","2020-01-08 17:00:00","Preparação para Emergências e Desastres","Capacitação Externa","Capacitação feita por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Cachoeiras de Macacu, Nova Friburgo",participante,239,Sim,"ARDC - 013",10
"REDEC 2 - BAIXADA FLUMINENSE","2020-01-08 15:00:00","2020-01-08 17:00:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Japeri, Nilópolis, Paracambi, Queimados, Seropédica",participante,157,,,
"REDEC 5 - SUL I","2020-01-09 10:00:00","2020-01-09 15:30:00","Resposta a Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Miguel Pereira",participante,189,,,
"REDEC 5 - SUL I","2020-01-09 10:30:00","2020-10-09 14:20:00","Resposta a Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Barra Mansa",participante,205,Sim,"ARDC - 018",90
"REDEC 2 - BAIXADA FLUMINENSE","2020-01-10 08:00:00","2020-01-10 13:00:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Belford Roxo, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Japeri, Magé, Mesquita, Nilópolis, Nova Iguaçu, Paracambi, Queimados, São João de Meriti, Seropédica",promotor,158,,,
